KdNr;Kurzname;Name1;Name2;KdId;Status;
"500";"HELIOS Johannes Duisburg";"Helios St. Johannes Klinik Duisburg";;"669";"aktiv";
"500";"Prentes";"Prentes";"Medical Service GmbH";"668";"inaktiv";
"1408";"Oberender";"Oberender AG";;"667";"aktiv";
"354";"Josefsklinik Offenburg";"St. Josefsklinik Offenburg";;"666";"aktiv";
"352";"LWL Gütersloh";"LWL-Klinikum Gütersloh";;"665";"aktiv";
"500";"HELIOS Hettstedt";"HELIOS Hettstedt";;"664";"aktiv";
"351";"Helios Damp Schlei-Klinikum";"Helios Klinikum Schleswig FKSL";"Zentralmagazin";"663";"aktiv";
"543";"Krankenhaus Daun";"Krankenhaus Maria Hilf GmbH";;"662";"inaktiv";
"546";"direct health network";"direct health network";"Rüdiger Müller";"1183";"inaktiv";
"500";"Martha-Maria Nürnberg";"Diakoniewerk Martha-Maria";;"661";"inaktiv";
"500";"Stendal";"Johanniter-Krankenhaus Genthin - Stendal gGmbH";;"660";"inaktiv";
"500";"Elbe-Elster-Klinikum";"Elbe-Elster Klinikum GmbH";;"659";"inaktiv";
"500";"Krankenhaus Halle-Saale";"Krankenhaus St. Elisabeth und St. Barbara";;"658";"inaktiv";
"500";"Klinikum Crailsheim";"Klinikum Crailsheim";;"657";"aktiv";
"500";"CoM.Med";"CoM.MeD GmbH";;"656";"inaktiv";
"353";"St. Gertrauden Berlin";"Sankt Gertrauden-Krankenhaus GmbH";;"655";"aktiv";
"350";"Helios Wiesbaden DKD";"Stiftung Deutsche Klinik für Diagnostik GmbH";;"653";"inaktiv";
"27";"Gesundheit Nordhessen";"Gesundheit Nordhessen Holding AG";;"652";"inaktiv";
"555";"Caritas St. Josef";"Caritas-Krankenhaus St. Josef";;"651";"aktiv";
"500";"Agentur für Arbeit Hamburg-Eimsbüttel";"Bundesagentur für Arbeit -";"Agentur für Arbeit Hamburg-Eimsbüttel";"650";"aktiv";
"500";"Missioklinik";"Missionsärztliche Klinik GmbH";;"649";"inaktiv";
"500";"Designbetrieb";"Designbetrieb Michael Jauernig";;"648";"aktiv";
"500";"Dr. Döner";"Premium Bistro";;"647";"aktiv";
"452";"Helios Nordenham";"Wesermarsch-Klinik Nordenham GmbH";;"646";"aktiv";
"363";"DKI GmbH";"Deutsches Krankenhaus Institut GmbH";;"645";"inaktiv";
"500";"Elblandklinikum Meißen";"Elblandkliniken Stiftung und Co.KG";"Elblandklinikum Meißen";"1129";"inaktiv";
"500";"NOVITAS BKK";"NOVITAS BKK - Die Präventionskasse";;"644";"aktiv";
"500";"Microsoft";"Microsoft Deutschland GmbH";;"643";"aktiv";
"500";"STRATO";"STRATO AG";;"642";"inaktiv";
"500";"Mednovo";"MEDNOVO Medical Software";;"641";"aktiv";
"500";"Prisma";"Prisma Gesellschaft für Projektmanagement&Informationssysteme mbH";;"640";"aktiv";
"500";"VBG";"VBG Verwaltungs-Berufsgenossenschaft";;"639";"aktiv";
"500";"Kreis Heinsberg";"Kreisverwaltung Heinsberg";;"638";"inaktiv";
"346";"Sana Düsseldorf";"Sana Kliniken Düsseldorf GmbH";;"637";"aktiv";
"375";"KV Sachsen";"Kassenärztliche Vereinigung Sachsen";;"636";"aktiv";
"500";"Controlling-Kontor";"Controlling-Kontor";;"635";"inaktiv";
"500";"LOGIN";"LOGIN DV-Beratung und Schulung GmbH";;"634";"aktiv";
"500";"medavis";"medavis GmbH";;"633";"aktiv";
"500";"ESRI";"ESRI Geoinformatik GmbH";;"632";"inaktiv";
"540";"Misericordia";"Misericordia GmbH Krankenhausträgergesellschaft";;"631";"inaktiv";
"500";"VATTENFALL";"VATTENFALL EUROPE HAMBURG AG";;"630";"aktiv";
"500";"blau";"blau Mobilfunk GmbH";;"629";"inaktiv";
"349";"BigPoint";"BIGPOINT GmbH";;"628";"inaktiv";
"500";"KAP GmbH";"KAP Klinische Anwendungsberatung und Projektmanagement GmbH";;"627";"aktiv";
"500";"GfK";"GfK GeoMarketing GmbH";;"626";"inaktiv";
"500";"Acxiom";"Acxiom Deutschland GmbH";;"624";"inaktiv";
"342";"HELIOS Bad Gandersheim";"HELIOS Klinik Bad Gandersheim";;"622";"aktiv";
"500";"Engel & Völckers";"Engel & Völckers Commercial";"Engel & Völckers Gewerbe GmbH - Lizenzpartner der Engel & Völkers Commercial GmbH";"621";"aktiv";
"367";"Radiologie Vechta";"Radiologie Vechta (am Krankenhaus)";;"620";"inaktiv";
"339";"Seca";"Seca Services GmbH";"Medizinische Waagen und Messsysteme";"619";"inaktiv";
"341";"Mammographie Südwest";"Referenzzentrum Mammographie Südwest";;"618";"aktiv";
"500";"PWC Hannover";"PricewaterhouseCoopers GmbH ";"Wirtschaftsprüfungsgesellschaft";"617";"inaktiv";
"340";"DokMan";"DokMan Dokumenten Management";;"616";"inaktiv";
"500";"Concept Factory";"Concept FactoryConcept Factory";;"615";"inaktiv";
"1352";"Uni Leipzig";"Universitätsklinikum Leipzig";;"614";"aktiv";
"500";"DRK Ravensburg-Wangen";"DRK Rettungsdienst Ravensburg-Wangen GmbH";;"613";"inaktiv";
"337";"Radiologie Lübeck";"Radiologische Praxis Lübeck";;"612";"inaktiv";
"500";"Mindlab";"Mindlab Solutions GmbH";;"611";"aktiv";
"500";"AWK";"awk AUSSENWERBUNG GmbH";;"610";"inaktiv";
"336";"MCK";"MCK Management Consult Kestermann GmbH";;"609";"aktiv";
"500";"DRK Saarlouis";"DRK Krankenhaus GmbH Saarlouis";;"607";"inaktiv";
"500";"BKK-LV Baden-Württemberg";"BKK Landesverband";"der Betriebskrankenkassen Baden-Württemberg";"606";"aktiv";
"335";"Electric Paper";"evasys GmbH";;"605";"aktiv";
"328";"Radiologie Chemnitz";"Gemeinschaftspraxis für Radiologie Chemnitz";;"604";"aktiv";
"332";"Stryker";"Stryker GmbH & Co.KG";;"603";"inaktiv";
"361";"EConsult";"ECONSULT Wirtschaftsberatung GmbH";;"602";"inaktiv";
"331";"Deloitte";"Deloitte & Touche GmbH Wirtschaftsprüfungsgesellschaft";;"601";"aktiv";
"330";"Roha GmbH";"Roha Arzneimittel GmbH";;"600";"inaktiv";
"333";"Wilke";"Dr. Wilke GmbH";"inspiring.health";"599";"aktiv";
"500";"Keding";"Keding Computer-Service";;"598";"aktiv";
"500";"FHH Beziksamt HH-Nord";"Freie und Hansestadt Hamburg, Bezirksamt Hamburg-Nord";"Fachamt Grundsicherung u. Soziales";"597";"inaktiv";
"325";"TU Braunschweig";"Technische Universität Braunschweig - Gauß-IT-Zentrum";"Abt. Anwendungen";"596";"inaktiv";
"345";"Nehlsen Bremen";"Nehlsen AG";;"595";"aktiv";
"558";"MVZ Mittweida";"Medizinisches Versorgungszentrum ";"der Landkreis Mittweida gGmbH ";"1190";"aktiv";
"323";"Sana Borna";"Sana Kliniken Leipziger Land GmbH";;"594";"aktiv";
"500";"Initial";"Initial Textilservice GmbH";;"592";"aktiv";
"1149";"ÄKWL";"Ärztekammer Westfalen-Lippe";"Körperschaft des öffentlichen Rechts";"591";"aktiv";
"319";"Helios St. Petri-Hospital";"HELIOS Klinikum Warburg";;"590";"aktiv";
"500";"JKH Giessen";"St. Josefs Krankenhaus Balserische Stiftung gemeinnützige GmbH";"Eine Einrichtung der TGE gemeinnützige Trägergesellschaft mbH und der Balserischen Stiftung";"589";"aktiv";
"500";"TheresienKKH Nürnberg";"St. Theresien-Krankenhaus Nürnberg";"Gemeinnützige GmbH";"588";"aktiv";
"500";"St. Barbara Schwandorf";"St. Barbara-Krankenhaus Schwandorf Gemeinnützige GmbH";;"587";"inaktiv";
"500";"TGE";"TGE-gTrägergesellschaft mbH";;"586";"aktiv";
"500";"WINN";"Hans Winn GmbH & Co. KG";;"585";"inaktiv";
"316";"Klinikum Mainz";"Katholisches Klinikum Mainz";"Marienhausklinikum in Mainz ";"583";"aktiv";
"500";"Global Concepts";"Global Concepts GmbH & Co.KG";;"582";"inaktiv";
"599";"Haselünne";"St.-Vinzenz-Hospital";;"1224";"inaktiv";
"372";"Katharinen Hospital Unna";"Katharinen-Hospital Unna gGmbH";;"581";"inaktiv";
"320";"Radiometer";"Radiometer GmbH";;"580";"inaktiv";
"500";"Versicherungsforen Leipzig";"Versicherungsforen Leipig";"Gesellschaft für angewandte Versicherungswissenschaft mbH";"579";"aktiv";
"500";"Karg";"Karg  EDV - Dienstleistungen GmbH";;"578";"aktiv";
"321";"HELIOS Schkeuditz";"HELIOS Klinik Schkeuditz";;"577";"aktiv";
"500";"Druckladen";"Druckladen Niendorf";;"576";"inaktiv";
"500";"Socura";"SoCura Systems GmbH ";;"575";"inaktiv";
"307";"Nestle Water";"Nestle Waters Direct Deutschland GmbH";;"574";"inaktiv";
"1170";"Sana Kliniken AG";"Sana Kliniken AG";;"572";"inaktiv";
"324";"Hoyerswerda";"Klinikum Hoyerswerda";;"571";"inaktiv";
"306";"William Harvey (Kerckhoff-Klinik)";"Kerckhoff-Klinik GmbH";;"570";"inaktiv";
"303";"HELIOS Leisnig";"HELIOS Krankenhaus Leisnig";;"569";"aktiv";
"301";"HELIOS Blankenhain";"HELIOS Klinik Blankenhain";;"568";"aktiv";
"300";"HELIOS Schwerin";"HELIOS Kliniken Schwerin";;"567";"aktiv";
"299";"Klinikum Coburg";"Klinikum Coburg gGmbH";;"566";"aktiv";
"500";"UB88";"UB88 GmbH";;"565";"aktiv";
"1123";"Qlik Schweden";"QlikTech International AB";;"564";"aktiv";
"500";"Vodafone";"Vodafone D2 GmbH";;"563";"aktiv";
"500";"Johanniter";"Johanniter GmbH";;"562";"aktiv";
"500";"DRK Ludwigsburg";"DRK Kreisverband Ludwigsburg";;"561";"inaktiv";
"8";"cyber-connect";"Cyber-Connect GmbH";;"560";"aktiv";
"500";"MDK Bayern";"MDK Bayern";;"559";"inaktiv";
"500";"Toshiba Neuss";"Toshiba Medical Systems GmbH Deutschland";;"1044";"inaktiv";
"500";"Iodata";"Iodata GmbH";;"557";"inaktiv";
"654";"Daimler AG";"Daimler AG";;"1274";"inaktiv";
"500";"Paersch und Oesterreich";"Oesterreich und Paersch";"Gemeinschaftspraxis";"556";"aktiv";
"968";"Beckum";"St. Elisabeth-Hospital Beckum GmbH";;"555";"aktiv";
"500";"St. Vinzenz Ahlen";"St. Vincenz-Hospital GmbH";;"554";"aktiv";
"500";"medical Order instruments";"medical ORDER instruments GmbH";;"553";"aktiv";
"500";"Lüdinghausen";"St. Marien-Hospital Lüdinghausen GmbH";;"552";"inaktiv";
"500";"St. Joseph Bremerhaven";"St. Joseph-Hospital Bremerhaven GmbH";;"551";"inaktiv";
"500";"Thera-Stift";"Thera-Stift GmbH";;"550";"aktiv";
"500";"SJS Dienstleistung";"SJS Dienstleistungs GmbH";;"549";"inaktiv";
"500";"SJS Catering";"SJS Catering + Management, GmbH";;"548";"inaktiv";
"500";"Bethesda Wuppertal";"Bethesda Krankenhaus Wuppertal";;"547";"aktiv";
"500";"Seehausen";"Diakoniekrankenhaus Seehausen";;"546";"inaktiv";
"500";"Klinik Waldhof";"Pneumologische Klinik Waldhof Elgershausen";;"545";"aktiv";
"500";"Bethesda Ulm";"Bethesda Geriatrische Klinik Ulm";;"544";"inaktiv";
"500";"Bethanien Heidelberg";"Bethanien-Krankenhaus Geriatrisches Zentrum";;"543";"inaktiv";
"500";"Frankfurter Diakonie-Kliniken";"Frankfurter Diakonie-Kliniken";;"542";"inaktiv";
"500";"Giessen";"Evangelisches Krankenhaus Gießen";;"541";"inaktiv";
"500";"PWC Schweiz";"PricewaterhouseCoopers GmbH ";"Wirtschaftsprüfungsgesellschaft";"540";"inaktiv";
"500";"Holcim";"Holcim Group Support Ltd";;"539";"inaktiv";
"317";"ASL";"Aircraft Service Lemwerder";;"538";"inaktiv";
"326";"Uni Dresden";"Universitätsklinikum Carl Gustav Carus Dresden";;"537";"aktiv";
"500";"Bethesda Stuttgart";"Bethesda Krankenhaus Stuttgart";;"535";"inaktiv";
"1265";"Agaplesion Hamburg";"Agaplesion Diakonieklinikum Hamburg gGmbH";;"534";"aktiv";
"500";"Elisabethenstift Darmstadt";"Evangelisches Krankenhaus Elisabethenstift";;"533";"inaktiv";
"417";"Agaplesion";"Agaplesion gAG";;"532";"aktiv";
"500";"HELIOS Zwenkau";"HELIOS Klinikum Zwenkau";;"531";"aktiv";
"343";"HELIOS Siegburg";"HELIOS Klinikum Siegburg";;"530";"aktiv";
"338";"HELIOS Schwelm";"HELIOS Klinikum Schwelm";;"528";"aktiv";
"293";"HELIOS Plauen";"HELIOS Vogtland-Klinikum Plauen";;"526";"aktiv";
"348";"HELIOS Oberstaufen";"HELIOS Schlossbergklinik Oberstaufen";;"525";"aktiv";
"500";"HELIOS Leezen";"HELIOS Klinik Leezen";;"523";"aktiv";
"329";"HELIOS Idstein";"HELIOS Klinik Idstein";;"522";"aktiv";
"312";"HELIOS Hünfeld";"HELIOS St. Elisabeth Klinik Hünfeld";;"521";"aktiv";
"327";"HELIOS Hüls";"HELIOS Klinik Hüls";;"520";"aktiv";
"302";"VAMED Hagen-Ambrock";"VAMED Klinik Hagen-Ambrock";"Klinik für Pneumologie, Allergologie und Schlafmedizin";"519";"aktiv";
"308";"HELIOS Grebenhain";"HELIOS Klinik Oberwald-Grebenhain";;"518";"aktiv";
"310";"HELIOS Gotha";"HELIOS Kreiskrankenhaus Gotha/Ohrdruf";;"517";"aktiv";
"364";"HELIOS Geesthacht";"HELIOS Klinik Geesthacht";"Fachklinik für Neurologie und Neurologisches Rehabilitationszentrum für Kinder, Jugendliche und junge Erwachsene";"516";"aktiv";
"500";"Katharinen-Krankenhaus";"Sankt Katharinen-Krankenhaus GmbH";;"515";"aktiv";
"500";"HELIOS Dresden";"HELIOS Klinik Dresden-Wachwitz";;"514";"aktiv";
"344";"HELIOS Sahlenburg";"HELIOS Seehospital Sahlenburg";;"513";"aktiv";
"298";"HELIOS Bochum-Linden";"St. Josefs-Hospital Bochum-Linden";;"511";"aktiv";
"314";"HELIOS Bleicherode";"HELIOS Klinikum Bleicherode";"Fachklinik für Orthopädie";"510";"aktiv";
"309";"HELIOS Bad Schwartau";"HELIOS Agnes Karl Krankenhaus Bad Schwartau";;"507";"aktiv";
"334";"HELIOS Schwalbach";"HELIOS Klinik Bad Schwalbach";;"506";"aktiv";
"322";"VAMED Bad Berleburg";"VAMED Klinik Bad Berleburg";;"504";"aktiv";
"313";"HELIOS Aue";"HELIOS Klinikum Aue";;"503";"aktiv";
"500";"St. Elisabeth-Hospitalgesellschaft";"Katholisches Klinikum Bochum gGmbH";;"502";"inaktiv";
"975";"Kamp-Lintfort";"St. Bernhard-Hospital Kamp-Lintfort GmbH";;"501";"inaktiv";
"500";"medical Order services";"MedicalOrder® Center";;"499";"aktiv";
"875";"FACT IT";"FACT IT GmbH";;"498";"aktiv";
"500";"SEK";"SEK Servicegesellschaft Elisabeth Krankenhaus mbH";;"495";"inaktiv";
"500";"Caritashaus Reginalda";"Caritashaus Schwester Reginalda gGmbH";;"494";"aktiv";
"500";"Kindler";"EDV-Systemhaus Arno Kindler";;"493";"aktiv";
"500";"Elisabeth Krankenhaus Recklinghausen";"Elisabeth Krankenhaus Recklinghausen GmbH";;"492";"inaktiv";
"500";"MediaVita";"Medizinisches Versorgungszentrum MediaVita GmbH";;"491";"aktiv";
"500";"Hospiz Hamm";"Christliches Hospiz Hamm gGmbH";;"490";"aktiv";
"500";"Reha Bad Hamm";"Ambulante Reha Bad Hamm";;"489";"inaktiv";
"305";"St. Barbara-Klinik";"St. Barbara-Klinik Hamm-Heessen GmbH";"Akademisches Lehrkrankenhaus der Westf. Wilhelms-Universität Münster";"488";"aktiv";
"292";"Vitos (LWV)";"Vitos GmbH";;"487";"inaktiv";
"500";"Die Brücke";"Die Brücke gGmbH";;"486";"inaktiv";
"500";"Wohnpark St. Clemens";"Wohnpark St. Clemens GmbH";;"485";"aktiv";
"500";"St. Rochus Telgte";"St. Rochus-Hospital Telgte GmbH";;"484";"aktiv";
"500";"MKS";"Mauritzer Krankenhaus Services (MKS) GmbH";;"483";"aktiv";
"500";"MKM";"Mauritzer Krankenhaus Management (MKM) GmbH";;"482";"aktiv";
"500";"ZaR Münster";"ZaR Zentrum für ambulante Rehabilitation GmbH";;"481";"aktiv";
"500";"Johannes-Hospiz";"Johannes-Hospiz gGmbH";;"478";"aktiv";
"500";"G-BA";"G-BA / Der Gemeinsame Bundesausschuss";;"477";"aktiv";
"287";"Gastro";"Gastro Consulting SKM GmbH";;"476";"aktiv";
"286";"DOMILENS";"DOMILENS GmbH";;"475";"inaktiv";
"285";"Fielmann Hamburg";"Fielmann AG";;"474";"inaktiv";
"304";"Sana Wedau Kliniken";"Sana Kliniken Duisburg";;"473";"aktiv";
"500";"St. Antonius Wuppertal";"Kliniken St. Antonius gGmbH";;"472";"aktiv";
"500";"BKK Sachsen-Anhalt";"BKK Sachsen-Anhalt";;"471";"aktiv";
"297";"HELIOS Volkach";"HELIOS Klinik Volkach";;"470";"aktiv";
"500";"WILDE COSMETICS GmbH";"WILDE COSMETICS GmbH";;"468";"inaktiv";
"500";"Modus Consult AG";"Modus Consult AG";;"467";"inaktiv";
"500";"HELIOS Berching";"HELIOS Klinik Berching";;"466";"aktiv";
"295";"HELIOS Überlingen";"HELIOS Spital Überlingen GmbH";;"465";"aktiv";
"296";"HELIOS Titisee-Neustadt";"HELIOS Klinik Titisee-Neustadt";;"464";"aktiv";
"294";"HELIOS Müllheim";"HELIOS Klinik Müllheim";;"463";"aktiv";
"1154";"Klinikum Ludwigshafen";"Klinikum der Stadt Ludwigshafen gGmbH";;"462";"aktiv";
"288";"HELIOS Breisach";"HELIOS Rosmann Klinik Breisach";;"461";"aktiv";
"500";"ARGE";"Hamburger Arbeitsgemeinschaft SGB II";"Leistungsservice X132-1D";"460";"aktiv";
"409";"KGNW";"Krankenhausgesellschaft ";"Nordrhein-Westfalen e.V.";"459";"aktiv";
"500";"Toshiba";"Toshiba Europe GmbH";"Neuss";"458";"aktiv";
"283";"Müritz Klinikum";"MediClin GmbH & Co. KG";"Niederlassung Waren (Müritz)";"457";"aktiv";
"810";"ZvSw";"Zweckverband der Krankenhäuser Südwestfalen e.V.";;"456";"inaktiv";
"500";"Trinovis";"Trinovis GmbH ";;"455";"aktiv";
"500";"com2health";"com2health GmbH";;"454";"aktiv";
"290";"SJS Bremen";"Krankenhaus St. Joseph-Stift Bremen";;"453";"aktiv";
"501";"Uni Mannheim";"Universitätsklinikum Mannheim";;"452";"aktiv";
"500";"add-yet";"@-yet GmbH";;"451";"inaktiv";
"500";"GFD";"Gesellschaft für datenverarbeitung mbH";;"450";"inaktiv";
"500";"TIQ";"TIQ Solutions GmbH";"Total Information Quality";"449";"inaktiv";
"500";"SWING";"SWING Software GmbH";;"448";"inaktiv";
"500";"Radiologie Wiesestrasse";"Radiologie Wiesestrasse";;"447";"inaktiv";
"1181";"Schön Klinik Düsseldorf";"Schön Klinik Düsseldorf Heerdt GmbH";;"446";"inaktiv";
"500";"Diakonie Harz";"Diakonie-Krankenhaus Harz GmbH";;"445";"inaktiv";
"500";"EHF";"EUROTURK CONSULTING GROUP";;"444";"inaktiv";
"500";"Malteser";"MTG Malteser Trägergesellschaft gGmbH";;"443";"aktiv";
"500";"FREI";"FREI";;"442";"inaktiv";
"500";"Kühne + Nagel";"Kühne + Nagel (AG & Co.) KG";;"441";"aktiv";
"318";"Sana IT München";"Sana IT Services GmbH München";;"439";"aktiv";
"500";"GSG Consulting Dortmund";"GSG Consulting GmbH Dortmund";;"438";"aktiv";
"291";"CP CONSULT";"CP CONSULT GmbH & Co. KG";;"437";"inaktiv";
"289";"St. Franziskus Stiftung";"St. Franziskus-Stiftung Münster";;"436";"inaktiv";
"785";"MCB";"MC.B - Verlag GmbH";;"1391";"inaktiv";
"500";"Cedavis";"Cedavis Technology GmbH";"Concentrating on solutions";"435";"inaktiv";
"8084";"VA  Serv";"VAS Value Added Solutions GmbH";;"434";"inaktiv";
"500";"MDM - Deutsche Münze";"MDM - Münzhandelsgesellschaft Deutsche Münze mbH";;"432";"inaktiv";
"500";"Drewsen Spezialpapiere GmbH & Co. KG";"Drewsen Spezialpapiere GmbH & Co. KG";;"431";"inaktiv";
"280";"Omega";"Omega Technology Plastic GmbH & Co. KG";;"430";"inaktiv";
"279";"GEA Ecoflex GmbH";"GEA Ecoflex GmbH";"GEA Process Equipment Division";"429";"inaktiv";
"281";"HELIOS Erfurt";"HELIOS Klinikum Erfurt GmbH";;"428";"aktiv";
"500";"enteo";"enteo Software GmbH";"Headquarters";"427";"inaktiv";
"1495";"QlikTech GmbH Österreich";"QlikTech GmbH Zweigniederlassung Österreich";;"426";"aktiv";
"500";"Charité Centrum 7";"CharitéCentrum 7";"Für Anästhesiologie, OP Management und Intensivmedizin";"425";"inaktiv";
"275";"GSG Consulting";"GSG-Consulting GmbH";;"424";"aktiv";
"274";"Landshut";"Klinikum Landshut ";"Anstalt des öffentlichen Rechts der Stadt Landshut";"423";"aktiv";
"272";"BG Halle Bergmannstrost";"BG Klinikum Bergmannstrost Halle gGmbH";;"422";"aktiv";
"273";"St. Marien Berlin";"St. Marien-Krankenhaus Berlin";;"421";"aktiv";
"500";"Lizenzausschuß";"Lizenzen sind keinem Kunden zuzuordnen!!!!";;"420";"aktiv";
"270";"Blume 2000";"Blume 2000";"Blumen-Handelsgesellschaft mbH";"419";"inaktiv";
"500";"ADO Gardinen";"ADO Gardinenwerke GmbH & Co. KG";;"418";"inaktiv";
"500";"Thiemecke";"Druckerei Joachim Thiemecke GmbH";;"417";"aktiv";
"269";"HELIOS Kliniken";"HELIOS Kliniken GmbH";;"416";"aktiv";
"500";"KSK";"Sparkasse Südholstein";"Kundencenter in der Rathauspassage ";"415";"aktiv";
"268";"Sana Dresden";"Sana Kliniken AG c/o Herzzentrum Dresden";"Kompetenzcenter Benchmarking";"414";"inaktiv";
"267";"St. Franziskus Hospital";"St. Franziskus-Hospital GmbH";;"413";"aktiv";
"266";"Sauerlandklinik";"Sauerlandklinik Hachen";"Neurologische Spezialklinik für Multiple Sklerose";"412";"inaktiv";
"265";"Klinikum Landau";"Klinikum Landau- Südliche Weinstraße GmbH";;"411";"aktiv";
"264";"SRH";"SRH Holding (SdbR)";;"410";"aktiv";
"500";"Akzo Nobel";"Akzo Nobel Farbe & Heimtex GmbH";;"409";"inaktiv";
"262";"Caritas Trier";"Caritas Trägergesellschaft Trier e.V.";"Abteilung Controlling";"408";"inaktiv";
"500";"Finanzamt";"Finanzamt Hamburg-Eimsbüttel";;"407";"aktiv";
"500";"Kalorimeta";"KALORIMETA AG & Co. KG";;"406";"inaktiv";
"260";"GFO";"Gemeinnützige Gesellschaft der Franziskanerinnen zu Olpe mbH";;"405";"inaktiv";
"263";"Wittlich";"Verbundkrankenhaus Bernkastel Wittlich";"MIC - med. Berichtswesen";"404";"inaktiv";
"8001";"QlikTech Hamburg";"QlikTech Deutschland GmbH";;"403";"aktiv";
"257";"Elisabeth Berlin";"Evangelische Elisabeth Klinik Krankenhausbetriebs gGmbH";"Krankenhausbetriebs gGmbH";"402";"aktiv";
"500";"Die Bahn";"DB Fernverkehr AG";"Mobility BahnCard 100-Service";"401";"aktiv";
"259";"MD MV";"MD Mecklenburg-Vorpommern";"Medizinischer Dienst Mecklenburg-Vorpommern";"400";"aktiv";
"500";"Uni Frankfurt";"Klinikum der Johann Wolfgang Goethe-Universität";"Medizinische Klinik III / Kardiologie";"399";"inaktiv";
"256";"Noindl";"Noindl GmbH";;"398";"inaktiv";
"251";"Infolution";"INFOLUTION.net e.K.";;"397";"inaktiv";
"255";"HELIOS Klinikum Emil";"HELIOS Klinikum Emil von Behring";"Department Behring Krankenhaus";"395";"aktiv";
"500";"PIRONET Köln";"PIRONET NDH AG";;"393";"aktiv";
"500";"Insight Health";"Insight Health GmbH & Co. KG";;"392";"aktiv";
"500";"halbedl/ work";"Work H. Halbedl/ Work- And IT-Management";;"391";"aktiv";
"500";"Cellent";"Cellent AG Finance Solutions";;"390";"inaktiv";
"797";"nebe leben GmbH";"nebe leben GmbH";;"389";"inaktiv";
"500";"micom";"micom Gesellschaft für Organisationsberatung und Computer-Software mbH";;"388";"inaktiv";
"500";"Antares Computer Verlag";"Antares Computer Verlag GmbH";;"387";"aktiv";
"500";"Maria Prinzessin von Sachsen-Altenburg";"Maria Prinzessin von Sachsen Altenburg";;"386";"inaktiv";
"500";"Wolfsburg AG";"Wolfsburg AG";;"385";"aktiv";
"500";"T-Systems";"T-Systems Austria GesmbH";;"384";"aktiv";
"500";"Altana";"Altana Pharma Deutschland GmbH";;"383";"inaktiv";
"500";"Eckert & Partner";"Eckert & Partner";"Unternehmensberater NPO";"382";"inaktiv";
"500";"Computacenter";"Computacenter AG & Co. oHG";;"381";"aktiv";
"500";"Malteser Hilfsdienst";"Malteser Hilfsdienst e.V.";;"380";"aktiv";
"500";"Ponton Consulting";"Ponton Consulting GmbH";;"379";"aktiv";
"500";"WBS";"WBS Wegener Bechtel Schmidt Partnerschaft";;"378";"aktiv";
"500";"evaco";"Evaco GmbH";"IT Consulting & Entwicklung";"377";"inaktiv";
"650";"Infomotion";"Infomotion GmbH";;"1270";"inaktiv";
"500";"adveris";"Adveris Unternehmensberatung GmbH";;"376";"inaktiv";
"500";"Caise System";"Caise System";"Gesellschaft für Datenverarbeitung mbH";"375";"inaktiv";
"500";"cube solutions";"cube solutions GmbH";;"374";"aktiv";
"500";"Blumenbecker Purfürst";"Blumenbecker Purfürst GmbH";;"373";"inaktiv";
"500";"Lundbeck";"Lundbeck GmbH";;"371";"inaktiv";
"500";"Sparkasse Südholstein";"Sparkasse Südholstein";;"370";"aktiv";
"500";"digitop";"digitop media GmbH";;"369";"aktiv";
"500";"Hohenloher Krankenhaus";"Hohenloher Krankenhaus GmbH";;"368";"aktiv";
"500";"Neuhaus-Systemtechnik";"Neuhaus-Systemtechnik, Netzwerke - Administration - Coaching";;"367";"aktiv";
"500";"AOK Sachsen-Anhalt";"AOK Sachsen-Anhalt";"Die Gesundheitskasse";"1162";"inaktiv";
"500";"Lerox";"Lerox Datenverarbeitung GmbH";;"366";"aktiv";
"500";"Systema";"Systema Deutschland GmbH";;"365";"aktiv";
"500";"Cotrans";"Cotrans Logistic GmbH & Co. KG";;"364";"inaktiv";
"500";"e-plus";"E-Plus Mobilfunk GmbH & Co. KG";;"363";"aktiv";
"500";"Mediclin";"Mediclin Fachklinik Rhein/ Ruhr";;"362";"aktiv";
"500";"SyynX";"SyynX Solutions GmbH";;"361";"aktiv";
"500";"IBM";"IBM Deutschland GmbH";;"360";"aktiv";
"500";"Geobyte";"Geobyte Software GmbH";;"359";"inaktiv";
"500";"Casana";"Casana Planungs- und Einrichtungsgesellschaft für medizinische Heilberufe GmbH";;"358";"inaktiv";
"500";"nextiraOne";"NextiraOne Deutschland GmbH";;"357";"aktiv";
"500";"CompuGroup";"CompuGroup Holding AG";;"356";"aktiv";
"347";"Uni Heidelberg";"Universitätsklinikum Heidelberg ";"Zentrum für Informations- und Medizintechnik";"355";"aktiv";
"500";"A+B Electronic";"Assmy+Böttger Electronic GmbH & Co";;"354";"inaktiv";
"457";"TXS";"TXS GmbH";;"353";"inaktiv";
"500";"SAP";"SAP Deutschland AG & Co. KG";;"352";"aktiv";
"500";"Bethlehem Gesundheitszentrum";"Bethlehem Gesundheitszentrum";;"351";"inaktiv";
"500";"BHAG";"Bad Honnef AG";;"350";"inaktiv";
"500";"Baumann Fachverlag";"Baumann Fachverlage GmbH & Co. KG";;"349";"inaktiv";
"500";"agens";"agens Consulting GmbH";;"348";"aktiv";
"500";"TOREX";"TOREX Clinic-Managementsysteme GmbH&Co. KG";;"347";"aktiv";
